Flight_no,Departure_airport,Arrival_Airport,Aircraft,Flight_time,standard_Departure,Standard_arrival,Latitude,Longitude,Airline,time_block
AB6485,Saarbrucken (SCN),Berlin (TXL),DH8D,4320,10:40,12:05,52.559,13.3,Air Berlin,12
AB8565,Zurich (ZRH),Berlin (TXL),A320,3720,10:45,12:10,52.559,13.3,Niki,12
AB8263,Budapest (BUD),Berlin (TXL),A320,4260,10:45,12:10,52.559,13.3,Alitalia,12
AB8033,Copenhagen (CPH),Berlin (TXL),A320,2340,11:10,12:10,52.559,13.3,Air Berlin   ,12
EW9046,Dusseldorf (DUS),Berlin (TXL),A320,2940,11:05,12:15,52.559,13.3,Eurowings,12
AB8003,Stockholm (ARN),Berlin (TXL),A320,4320,10:45,12:20,52.559,13.3,Air Berlin,12
AB6436,Dusseldorf (DUS),Berlin (TXL),A320,3180,10:25,11:35,52.559,13.3,Air Berlin,12
AY913,Helsinki (HEL),Berlin (TXL),A319,5760,11:30,12:25,52.559,13.3,Finnair   ,12
AB8293,Paris (CDG),Berlin (TXL),A320,4560,11:00,12:40,52.559,13.3,Air Berlin,12
AB8733,Milan (LIN),Berlin (TXL),A320,4500,10:55,12:30,52.559,13.3,Air Berlin   ,12
AB6500,Cologne (CGN),Berlin (TXL),DH8D,4620,11:45,12:50,52.559,13.3,Air Berlin,14
LH182,Frankfurt (FRA),Berlin (TXL),A320,3120,11:45,12:55,52.559,13.3,Lufthansa,12
QR81,Doha (DOH),Berlin (TXL),A333,21240,07:40,12:55,52.559,13.3,Qatar Airways,12
BE4597,Cardiff (CWL),Berlin (TXL),E190,5700,13:55,16:55,52.559,13.3,Flybe,16
LH2038,Munich (MUC),Berlin (TXL),A320,3060,12:00,13:05,52.559,13.3,Lufthansa,14
AB8073,Helsinki (HEL),Berlin (TXL),A320,5760,12:15,13:10,52.559,13.3,Air Berlin,14
4U8051,Cologne (CGN),Berlin (TXL),A319,2580,12:05,13:15,52.559,13.3,Germanwings,12
AB6544,Stuttgart (STR),Berlin (TXL),A320,2820,12:20,13:35,52.559,13.3,Air Berlin,14
BA992,London (LHR),Berlin (TXL),A319,5100,10:50,13:40,52.559,13.3,British Airways,14
RJ121,Amman (AMM),Berlin (TXL),A320,15060,10:15,13:45,52.559,13.3,Royal Jordanian,14
KL1825,Amsterdam (AMS),Berlin (TXL),B738,3120,12:30,13:45,52.559,13.3,KLM,14
XQ946,Izmir (ADB),Berlin (TXL),B738,9480,11:40,13:50,52.559,13.3,SunExpress,14
TK1725,Istanbul (IST),Berlin (TXL),A321,8580,12:00,13:50,52.559,13.3,Turkish Airlines,14
AB6194,Munich (MUC),Berlin (TXL),A320,2760,12:45,13:55,52.559,13.3,Air Berlin,14
LH184,Frankfurt (FRA),Berlin (TXL),A321,2640,12:45,13:55,52.559,13.3,Lufthansa,14
AB7493,Abu Dhabi (AUH),Berlin (TXL),A332,22020,09:25,14:00,52.559,13.3,Air Berlin,14
AB6440,Dusseldorf (DUS),Berlin (TXL),A320,2880,12:55,14:05,52.559,13.3,Air Berlin,14
AB8783,Catania (CTA),Berlin (TXL),A320,9240,12:10,14:50,52.559,13.3,Air Berlin,16
LH186,Frankfurt (FRA),Berlin (TXL),A20N,2460,13:45,14:55,52.559,13.3,Lufthansa,16
LH2040,Munich (MUC),Berlin (TXL),A321,2700,14:00,15:05,52.559,13.3,Lufthansa,14
AB6506,Cologne (CGN),Berlin (TXL),A320,2580,14:05,15:10,52.559,13.3,Air Berlin,16
BT201,Tallinn (TLL),Berlin (TXL),B733,5400,06:25,07:20,52.559,13.3,Air Baltic,8
AB8841,Olbia (OLB),Berlin (TXL),A320,6420,13:25,15:35,52.559,13.3,Air Berlin,16
SX210,Bern (BRN),Berlin (TXL),SB20,4500,14:00,15:40,52.559,13.3,SkyWork Airlines,16
HG2307,Funchal (FNC),Berlin (TXL),B752,14580,16:30,21:50,52.559,13.3,Niki,22
BA984,London (LHR),Berlin (TXL),A319,5040,12:50,15:45,52.559,13.3,British Airways,16
4U8527,Barcelona (BCN),Berlin (TXL),A319,7500,10:05,12:45,52.559,13.3,Germanwings,12
AB8245,Prague (PRG),Berlin (TXL),DH8D,2220,14:55,15:50,52.559,13.3,Wideroe,16
LH188,Frankfurt (FRA),Berlin (TXL),A321,2580,14:45,15:55,52.559,13.3,Lufthansa,16
EW9042,Dusseldorf (DUS),Berlin (TXL),A320,3000,15:10,16:15,52.559,13.3,Eurowings,16
AB8231,Gdansk (GDN),Berlin (TXL),DH8D,3240,14:50,15:40,52.559,13.3,Air Berlin,16
HG3507,Palma de Mallorca (PMI),Berlin (TXL),B737,7920,13:15,15:55,52.559,13.3,Niki,16
BA8493,London (LCY),Berlin (TXL),E190,4920,12:55,15:40,52.559,13.3,British Airways,16
AB8035,Copenhagen (CPH),Berlin (TXL),A320,2220,15:00,16:00,52.559,13.3,Air Berlin,16
LH2042,Munich (MUC),Berlin (TXL),A320,2760,15:00,16:05,52.559,13.3,Lufthansa,18
AB6196,Munich (MUC),Berlin (TXL),A320,2760,14:55,16:05,52.559,13.3,Air Berlin,16
4U18,Cologne (CGN),Berlin (TXL),A319,2640,15:00,16:10,52.559,13.3,Germanwings,16
AB6444,Dusseldorf (DUS),Berlin (TXL),A320,7380,15:00,16:10,52.559,13.3,Air Berlin,18
AB6548,Stuttgart (STR),Berlin (TXL),A320,3060,15:00,16:15,52.559,13.3,Air Berlin   ,16
AB8555,Graz (GRZ),Berlin (TXL),A320,3720,14:55,16:15,52.559,13.3,Alitalia,18
AB6418,Nurnberg (NUE),Berlin (TXL),DH8D,2520,15:10,16:15,52.559,13.3,Air Berlin,18
AB8705,Rome (FCO),Berlin (TXL),A320,5700,14:05,16:15,52.559,13.3,Alitalia,16
AB6588,Frankfurt (FRA),Berlin (TXL),A320,2820,15:05,16:15,52.559,13.3,Air Berlin,16
AB8409,Vienna (VIE),Berlin (TXL),A320,3000,15:00,16:15,52.559,13.3,Air Berlin,16
AB6638,Karlsruhe/Baden-Baden (FKB),Berlin (TXL),DH8D,3900,15:00,16:20,52.559,13.3,Air Berlin,16
AB8065,Gothenburg (GOT),Berlin (TXL),A320,3180,15:05,16:20,52.559,13.3,Air Berlin,18
AB8205,Krakow (KRK),Berlin (TXL),DH8D,4080,15:00,16:20,52.559,13.3,Air Berlin,18
AB6483,Saarbrucken (SCN),Berlin (TXL),DH8D,3840,14:55,16:20,52.559,13.3,Air Berlin,18
AB8515,Salzburg (SZG),Berlin (TXL),DH8D,3780,15:05,16:25,52.559,13.3,Air Berlin,18
AB6508,Cologne (CGN),Berlin (TXL),A320,2580,15:20,16:25,52.559,13.3,Air Berlin,18
AB8215,Warsaw (WAW),Berlin (TXL),DH8D,3840,15:00,16:25,52.559,13.3,Air Berlin,18
AB8569,Zurich (ZRH),Berlin (TXL),A320,3480,15:00,16:25,52.559,13.3,Niki,16
4U8591,Palma de Mallorca (PMI),Berlin (TXL),A319,7920,13:40,16:30,52.559,13.3,Germanwings,16
AB8005,Stockholm (ARN),Berlin (TXL),A320,4620,15:00,16:35,52.559,13.3,Air Berlin,18
AB8735,Milan (LIN),Berlin (TXL),A320,5220,15:00,16:35,52.559,13.3,Alitalia,18
EW2004,Stuttgart (STR),Berlin (TXL),A320,3120,15:20,16:35,52.559,13.3,Eurowings   ,16
OS293,Vienna (VIE),Berlin (TXL),A320,3300,15:20,16:40,52.559,13.3,Austrian Airlines,16
KL1829,Amsterdam (AMS),Berlin (TXL),B737,3180,15:20,16:40,52.559,13.3,KLM,18
AB8295,Paris (CDG),Berlin (TXL),A320,4860,15:00,16:40,52.559,13.3,Alitalia,20
EW9040,Dusseldorf (DUS),Berlin (TXL),A319,2880,15:45,16:50,52.559,13.3,Eurowings,16
AF1834,Paris (CDG),Berlin (TXL),A321,4920,15:10,16:50,52.559,13.3,Air France,18
SK2679,Stockholm (ARN),Berlin (TXL),B737,4560,19:45,21:15,52.559,13.3,SAS,22
LH190,Frankfurt (FRA),Berlin (TXL),A321,2820,15:45,16:55,52.559,13.3,Lufthansa,18
HG3315,Tenerife (TFS),Berlin (TXL),B738,16260,16:15,22:05,52.559,13.3,Niki,22
LH2044,Munich (MUC),Berlin (TXL),A319,2880,16:00,17:05,52.559,13.3,Lufthansa,18
4U10,Cologne (CGN),Berlin (TXL),A319,2940,16:00,17:10,52.559,13.3,Germanwings,18
AB6550,Stuttgart (STR),Berlin (TXL),A320,3420,15:55,17:10,52.559,13.3,Air Berlin,18
4U8463,London (LHR),Berlin (TXL),A319,5400,14:35,17:25,52.559,13.3,Germanwings,18
LH192,Frankfurt (FRA),Berlin (TXL),A321,2820,16:45,17:55,52.559,13.3,Lufthansa,18
AY917,Helsinki (HEL),Berlin (TXL),A319,6180,17:00,17:55,52.559,13.3,Finnair,18
KL1833,Amsterdam (AMS),Berlin (TXL),B737,3840,16:45,18:00,52.559,13.3,KLM,18
SN2587,Brussels (BRU),Berlin (TXL),A319,3900,16:40,18:00,52.559,13.3,Brussels Airlines   ,18
AB6202,Munich (MUC),Berlin (TXL),A320,3120,16:50,18:00,52.559,13.3,Air Berlin,20
4U8045,Dusseldorf (DUS),Berlin (TXL),A319,2820,16:55,18:05,52.559,13.3,Germanwings,18
4U8989,Dusseldorf (DUS),Berlin (TXL),A319,3060,16:55,18:05,52.559,13.3,Germanwings,18
LH2046,Munich (MUC),Berlin (TXL),A321,2700,17:00,18:05,52.559,13.3,Lufthansa,20
4U8053,Cologne (CGN),Berlin (TXL),A319,3180,17:00,18:10,52.559,13.3,Germanwings,18
LX970,Zurich (ZRH),Berlin (TXL),A320,4140,16:45,18:10,52.559,13.3,Swiss,18
AB6446,Dusseldorf (DUS),Berlin (TXL),A320,2940,17:00,18:10,52.559,13.3,Air Berlin,18
4U8005,Stuttgart (STR),Berlin (TXL),A319,3600,17:00,18:15,52.559,13.3,Germanwings,18
AB8571,Zurich (ZRH),Berlin (TXL),A320,3900,16:55,18:20,52.559,13.3,Air Berlin   ,18
BA986,London (LHR),Berlin (TXL),A320,5460,15:30,18:25,52.559,13.3,British Airways,18
LH168,Frankfurt (FRA),Berlin (TXL),A321,3360,17:15,18:25,52.559,13.3,Lufthansa,18
AB6514,Cologne (CGN),Berlin (TXL),A320,3060,17:35,18:40,52.559,13.3,Air Berlin,20
OS275,Vienna (VIE),Berlin (TXL),A320,3240,17:30,18:50,52.559,13.3,Austrian Airlines,18
HG7723,Palma de Mallorca (PMI),Berlin (TXL),B738,7980,09:25,12:05,52.559,13.3,Niki,12
LH194,Frankfurt (FRA),Berlin (TXL),A321,2940,17:45,18:55,52.559,13.3,Lufthansa,18
BT213,Riga (RIX),Berlin (TXL),B735,4680,18:20,19:00,52.559,13.3,Air Baltic,18
AB6552,Stuttgart (STR),Berlin (TXL),A320,2940,17:50,19:05,52.559,13.3,Air Berlin,20
LH2048,Munich (MUC),Berlin (TXL),A319,3060,18:00,19:05,52.559,13.3,Lufthansa,20
TK1723,Istanbul (IST),Berlin (TXL),A321,8460,17:20,19:10,52.559,13.3,Turkish Airlines,18
4U20,Cologne (CGN),Berlin (TXL),A320,4200,18:05,19:15,52.559,13.3,Germanwings,20
LH196,Frankfurt (FRA),Berlin (TXL),A320,3060,18:15,19:25,52.559,13.3,Lufthansa,20
LG9473,Luxembourg (LUX),Berlin (TXL),DH8D,5280,18:00,19:30,52.559,13.3,Luxair,20
KL1827,Amsterdam (AMS),Berlin (TXL),E75S,3720,18:20,19:35,52.559,13.3,KLM,20
LH2056,Munich (MUC),Berlin (TXL),A319,2580,18:30,19:35,52.559,13.3,Lufthansa,20
BE1857,Birmingham (BHX),Berlin (TXL),E75S,5400,16:55,19:40,52.559,13.3,Flybe,20
LX978,Zurich (ZRH),Berlin (TXL),A320,3960,18:30,19:50,52.559,13.3,Swiss,20
SN2589,Brussels (BRU),Berlin (TXL),A319,3660,18:30,19:50,52.559,13.3,Brussels Airlines,20
JU354,Belgrade (BEG),Berlin (TXL),A319,5460,18:05,19:55,52.559,13.3,AirSERBIA,20
AB6204,Munich (MUC),Berlin (TXL),A320,2940,18:45,19:55,52.559,13.3,Air Berlin,20
EW9044,Dusseldorf (DUS),Berlin (TXL),A320,3720,18:45,19:55,52.559,13.3,Eurowings,20
LH198,Frankfurt (FRA),Berlin (TXL),A321,3480,18:45,19:55,52.559,13.3,Lufthansa,20
4U2006,Stuttgart (STR),Berlin (TXL),A320,2940,18:45,20:00,52.559,13.3,Germanwings,20
AB6516,Cologne (CGN),Berlin (TXL),A320,2520,18:55,20:00,52.559,13.3,Air Berlin,20
BA994,London (LHR),Berlin (TXL),A320,5100,17:05,20:00,52.559,13.3,British Airways,20
LH2050,Munich (MUC),Berlin (TXL),A321,3000,19:00,20:05,52.559,13.3,Lufthansa,20
AB8247,Prague (PRG),Berlin (TXL),DH8D,2040,19:20,20:15,52.559,13.3,Wideroe,20
AB6422,Nurnberg (NUE),Berlin (TXL),DH8D,2880,19:15,20:20,52.559,13.3,Air Berlin,22
AB6556,Stuttgart (STR),Berlin (TXL),A320,2940,19:10,20:25,52.559,13.3,Air Berlin,22
AB8513,Salzburg (SZG),Berlin (TXL),DH8D,3960,19:10,20:30,52.559,13.3,Air Berlin,22
AB8413,Vienna (VIE),Berlin (TXL),A320,3240,19:15,20:30,52.559,13.3,Air Berlin,22
AB8207,Krakow (KRK),Berlin (TXL),DH8D,3960,19:10,20:30,52.559,13.3,Air Berlin,22
AB6642,Karlsruhe/Baden-Baden (FKB),Berlin (TXL),DH8D,4140,19:10,20:30,52.559,13.3,Air Berlin,0
AB6596,Frankfurt (FRA),Berlin (TXL),A320,2700,19:20,20:30,52.559,13.3,Air Berlin,22
AB6481,Saarbrucken (SCN),Berlin (TXL),DH8D,3780,19:05,20:30,52.559,13.3,Air Berlin,20
AB6452,Dusseldorf (DUS),Berlin (TXL),A320,2940,19:20,20:30,52.559,13.3,Air Berlin,22
AB8067,Gothenburg (GOT),Berlin (TXL),A320,3360,19:20,20:35,52.559,13.3,Air Berlin,20
AB8217,Warsaw (WAW),Berlin (TXL),DH8D,4200,19:10,20:35,52.559,13.3,Air Berlin,22
AB8573,Zurich (ZRH),Berlin (TXL),A320,3480,19:15,20:40,52.559,13.3,Niki,22
BM1782,Toulouse (TLS),Bremen (BRE),E145,6600,16:25,18:30,53.047,8.8,BMI Regional,18
LH2114,Munich (MUC),Bremen (BRE),A320,2940,18:30,19:40,53.047,8.8,Lufthansa,20
EW2034,Stuttgart (STR),Bremen (BRE),A319,2940,18:45,19:50,53.047,8.8,Germanwings,20
FR3783,Palma de Mallorca (PMI),Bremen (BRE),B738,7920,07:15,09:55,53.047,8.8,Ryanair,10
FR3653,Girona (GRO),Bremen (BRE),B738,7020,09:50,12:10,53.047,8.8,Ryanair,12
KL1761,Amsterdam (AMS),Bremen (BRE),E75S,2280,20:35,21:30,53.047,8.8,KLM,22
FR9056,Alicante (ALC),Bremen (BRE),B738,8580,15:50,18:45,53.047,8.8,Ryanair,18
SN2597,Brussels (BRU),Bremen (BRE),E145,2700,20:55,22:00,53.047,8.8,Brussels Airlines,22
LH360,Frankfurt (FRA),Bremen (BRE),A319,2160,21:20,22:15,53.047,8.8,Lufthansa,22
LH2118,Munich (MUC),Bremen (BRE),A321,3000,21:20,22:30,53.047,8.8,Lufthansa,0
ST4257,Corfu (CFU),Bremen (BRE),A319,9060,20:45,22:35,53.047,8.8,Germania,22
4U2030,Stuttgart (STR),Bremen (BRE),A319,2760,06:20,07:25,53.047,8.8,Germanwings,8
LH350,Frankfurt (FRA),Bremen (BRE),CRJ9,2220,07:05,08:00,53.047,8.8,Lufthansa,8
LH2108,Munich (MUC),Bremen (BRE),A320,3000,07:40,08:50,53.047,8.8,Lufthansa,8
KL1753,Amsterdam (AMS),Bremen (BRE),E190,2040,08:45,09:40,53.047,8.8,KLM,10
AF1324,Paris (CDG),Bremen (BRE),E170,3420,08:40,10:05,53.047,8.8,Air France,10
LH352,Frankfurt (FRA),Bremen (BRE),A319,2280,09:15,10:10,53.047,8.8,Lufthansa,10
FR3632,London (STN),Bremen (BRE),B738,3840,08:00,10:25,53.047,8.8,Ryanair,10
TK1331,Istanbul (IST),Bremen (BRE),B738,9360,08:20,10:35,53.047,8.8,Turkish Airlines,10
FR7601,Vilnius (VNO),Bremen (BRE),B738,6120,10:00,11:00,53.047,8.8,Ryanair,10
ST4571,Palma de Mallorca (PMI),Bremen (BRE),A321,7680,09:30,12:10,53.047,8.8,Germania,12
LH2110,Munich (MUC),Bremen (BRE),A319,2880,11:15,12:25,53.047,8.8,Lufthansa,12
LH354,Frankfurt (FRA),Bremen (BRE),A320,2100,12:55,13:50,53.047,8.8,Lufthansa,14
KL1755,Amsterdam (AMS),Bremen (BRE),E190,2160,13:35,14:35,53.047,8.8,KLM,14
FR3601,Riga (RIX),Bremen (BRE),B738,5520,14:05,15:00,53.047,8.8,Ryanair,14
FR5217,Milan (BGY),Bremen (BRE),B738,4260,14:50,16:35,53.047,8.8,Ryanair,16
LH2112,Munich (MUC),Bremen (BRE),A319,2760,14:55,16:05,53.047,8.8,Lufthansa,16
ST7811,Las Palmas (LPA),Bremen (BRE),A321,14340,10:40,16:15,53.047,8.8,Germania,16
TK1333,Istanbul (IST),Bremen (BRE),A321,9540,14:15,16:30,53.047,8.8,Turkish Airlines,16
4U2032,Stuttgart (STR),Bremen (BRE),A319,2580,15:30,16:35,53.047,8.8,Germanwings,16
AF1524,Paris (CDG),Bremen (BRE),E170,3780,15:55,17:20,53.047,8.8,Air France,18
KL1757,Amsterdam (AMS),Bremen (BRE),F70,2280,16:50,17:40,53.047,8.8,KLM,18
ST2449,Hurghada (HRG),Bremen (BRE),A319,20820,12:25,17:45,53.047,8.8,Germania,18
FR3648,Edinburgh (EDI),Bremen (BRE),B738,5160,15:10,17:55,53.047,8.8,Ryanair,18
LH356,Frankfurt (FRA),Bremen (BRE),A320,2040,17:10,18:05,53.047,8.8,Lufthansa,18
MB6121,Istanbul (IST),Cologne (CGN),A306,9840,22:10,00:15,50.866,7.1,MNG Airlines,0
HG7551,Palma de Mallorca (PMI),Cologne (CGN),B737,7260,21:55,00:10,50.866,7.1,Niki,0
V8631,Moscow (VKO),Cologne (CGN),B734,10260,22:10,00:30,50.866,7.1,ATRAN,0
PC1681,Ankara (ESB),Cologne (CGN),B738,10680,00:45,03:25,50.866,7.1,Pegasus Airlines,2
PC1013,Istanbul (SAW),Cologne (CGN),B738,10380,22:25,01:00,50.866,7.1,Pegasus Airlines,0
HG2913,Tenerife (TFS),Cologne (CGN),B738,14460,18:10,23:30,50.866,7.1,Niki,0
XQ752,Kayseri (ASR),Cologne (CGN),B738,11880,21:45,00:45,50.866,7.1,SunExpress,0
XQ982,Izmir (ADB),Cologne (CGN),B738,9780,23:00,01:25,50.866,7.1,SunExpress,0
EW589,Palma de Mallorca (PMI),Cologne (CGN),A332,6840,23:55,02:15,50.866,7.1,Eurowings,2
EW547,Ibiza (IBZ),Cologne (CGN),A320,7380,23:15,01:35,50.866,7.1,Eurowings,2
DE1531,Palma de Mallorca (PMI),Cologne (CGN),A320,7320,23:45,02:05,50.866,7.1,Avion Express,2
MB224,Leipzig (LEJ),Cologne (CGN),A306,2460,01:40,02:40,50.866,7.1,MNG Airlines,2
XQ114,Antalya (AYT),Cologne (CGN),B738,11340,23:45,02:40,50.866,7.1,SunExpress,2
XQ112,Antalya (AYT),Cologne (CGN),B738,11340,23:55,02:50,50.866,7.1,SunExpress,2
X36152,Espargos (SID),Cologne (CGN),B738,20700,18:00,03:30,50.866,7.1,TUI fly,2
AB6110,Munich (MUC),Cologne (CGN),A320,2820,06:10,07:20,50.866,7.1,Air Berlin,8
AB6491,Berlin (TXL),Cologne (CGN),A320,2820,06:30,07:35,50.866,7.1,Air Berlin,8
W63365,Cluj-Napoca (CLJ),Cologne (CGN),A320,6240,06:25,07:40,50.866,7.1,Wizz Air,10
LH1980,Munich (MUC),Cologne (CGN),A320,2700,06:50,07:50,50.866,7.1,Lufthansa,8
4U8056,Berlin (TXL),Cologne (CGN),A319,2280,06:40,07:50,50.866,7.1,Germanwings,8
EW7038,Hamburg (HAM),Cologne (CGN),A319,2160,06:45,07:50,50.866,7.1,Eurowings,8
FR5551,Milan (BGY),Cologne (CGN),B738,3660,06:45,08:10,50.866,7.1,Ryanair,10
AB6112,Munich (MUC),Cologne (CGN),A320,2820,07:25,08:35,50.866,7.1,Air Berlin,8
LH1982,Munich (MUC),Cologne (CGN),E190,3060,07:40,08:40,50.866,7.1,Lufthansa,10
EW141,Punta Cana (PUJ),Cologne (CGN),A332,31380,17:45,09:05,50.866,7.1,Eurowings,8
OS191,Vienna (VIE),Cologne (CGN),E190,4260,07:20,08:55,50.866,7.1,Austrian Airlines,8
FR2256,Valencia (VLC),Cologne (CGN),B738,7440,06:30,09:00,50.866,7.1,Ryanair,10
TK1671,Istanbul (IST),Cologne (CGN),A321,9420,06:45,09:05,50.866,7.1,Turkish Airlines,10
EW73,Leipzig (LEJ),Cologne (CGN),A319,2640,08:15,09:15,50.866,7.1,Germanwings,10
AB6495,Berlin (TXL),Cologne (CGN),A320,2700,08:15,09:20,50.866,7.1,Air Berlin,10
4U27,Dresden (DRS),Cologne (CGN),A319,3540,08:15,09:20,50.866,7.1,Germanwings,10
LH1984,Munich (MUC),Cologne (CGN),A320,2820,08:20,09:20,50.866,7.1,Lufthansa,10
EW13,Berlin (TXL),Cologne (CGN),A320,3480,08:10,09:20,50.866,7.1,Eurowings,10
4U33,Hamburg (HAM),Cologne (CGN),A319,2400,08:40,09:45,50.866,7.1,Germanwings,10
4U355,London (STN),Cologne (CGN),A320,3060,08:00,10:10,50.866,7.1,Germanwings,12
FR2814,London (STN),Cologne (CGN),B738,2820,07:40,10:05,50.866,7.1,Ryanair,10
EW765,Zurich (ZRH),Cologne (CGN),A319,3300,09:10,10:15,50.866,7.1,Eurowings,10
4U825,Milan (MXP),Cologne (CGN),A319,3360,08:55,10:20,50.866,7.1,Germanwings,10
EL254,Thessaloniki (SKG),Cologne (CGN),A319,7500,09:00,10:50,50.866,7.1,Ellinair,10
4U25,Berlin (TXL),Cologne (CGN),A319,3000,09:15,10:25,50.866,7.1,Germanwings,10
EW757,Vienna (VIE),Cologne (CGN),A320,4080,09:05,10:35,50.866,7.1,Eurowings,10
4U615,Corfu (CFU),Cologne (CGN),A319,8040,09:10,10:40,50.866,7.1,Germanwings,10
EW585,Palma de Mallorca (PMI),Cologne (CGN),A332,7020,08:25,10:45,50.866,7.1,Eurowings,10
D85104,Malaga (AGP),Cologne (CGN),B738,8940,08:00,10:55,50.866,7.1,Norwegian   ,10
AB6114,Munich (MUC),Cologne (CGN),A320,2640,09:45,10:55,50.866,7.1,Air Berlin,10
AB6497,Berlin (TXL),Cologne (CGN),A320,2760,10:00,11:05,50.866,7.1,Air Berlin,10
HG2223,Palma de Mallorca (PMI),Cologne (CGN),B737,6720,08:55,11:10,50.866,7.1,Niki,12
XG3226,Varna (VAR),Cologne (CGN),B738,9120,23:50,01:45,50.866,7.1,SunExpress,2
4U8050,Berlin (TXL),Cologne (CGN),A319,3120,10:15,11:25,50.866,7.1,Germanwings,12
EW7034,Hamburg (HAM),Cologne (CGN),A319,2700,10:05,11:10,50.866,7.1,Eurowings,12
4U493,Sarajevo (SJJ),Cologne (CGN),A319,5580,12:30,14:30,50.866,7.1,Germanwings,14
EW131,Varadero (VRA),Cologne (CGN),A332,32580,20:05,11:40,50.866,7.1,Eurowings,12
DE1491,Palma de Mallorca (PMI),Cologne (CGN),A320,6420,09:30,11:50,50.866,7.1,Avion Express,12
4U461,London (LHR),Cologne (CGN),A319,3120,09:40,12:05,50.866,7.1,Germanwings,12
W61099,Katowice (KTW),Cologne (CGN),A320,4560,10:20,12:05,50.866,7.1,Wizz Air,12
EW687,Kavala (KVA),Cologne (CGN),A320,8760,10:25,12:15,50.866,7.1,Eurowings,12
LH1986,Munich (MUC),Cologne (CGN),A320,2640,11:35,12:35,50.866,7.1,Lufthansa,14
EW15,Berlin (TXL),Cologne (CGN),A319,3360,11:40,12:50,50.866,7.1,Germanwings,12
X32519,Palma de Mallorca (PMI),Cologne (CGN),B738,7080,10:05,12:30,50.866,7.1,TUI fly,12
FR185,Berlin (SXF),Cologne (CGN),B738,3540,11:45,13:00,50.866,7.1,Ryanair,12
AB6116,Munich (MUC),Cologne (CGN),A320,2400,11:50,13:00,50.866,7.1,Air Berlin,12
PC1011,Istanbul (SAW),Cologne (CGN),A320,9840,10:30,13:05,50.866,7.1,Pegasus Airlines,12
4U37,Hamburg (HAM),Cologne (CGN),A319,2580,12:00,13:05,50.866,7.1,Germanwings,12
FR8803,Malaga (AGP),Cologne (CGN),B738,9660,10:15,13:20,50.866,7.1,Ryanair,14
FR7207,Palma de Mallorca (PMI),Cologne (CGN),B738,6660,10:50,13:20,50.866,7.1,Ryanair,12
AB6505,Berlin (TXL),Cologne (CGN),A320,3060,12:20,13:25,50.866,7.1,Air Berlin,14
3O223,Nador (NDR),Cologne (CGN),A320,9720,08:45,12:45,50.866,7.1,Air Arabia,12
DP819,Nador (NDR),Cologne (CGN),A320,9720,11:45,15:50,50.866,7.1,Pobeda,16
W64335,Sofia (SOF),Cologne (CGN),A321,7560,12:15,13:55,50.866,7.1,Wizz Air,14
4U635,Rhodes (RHO),Cologne (CGN),A319,12300,11:25,14:00,50.866,7.1,Germanwings,14
EW767,Zurich (ZRH),Cologne (CGN),A319,3420,13:00,14:05,50.866,7.1,Eurowings,14
TK1677,Istanbul (IST),Cologne (CGN),B738,9720,12:15,14:30,50.866,7.1,Turkish Airlines,14
EW839,Bologna (BLQ),Cologne (CGN),A320,4680,13:10,14:40,50.866,7.1,Eurowings,14
AB6509,Berlin (TXL),Cologne (CGN),A320,2640,13:35,14:40,50.866,7.1,Air Berlin,16
4U877,Bari (BRI),Cologne (CGN),A319,7320,12:35,14:45,50.866,7.1,Germanwings,16
4U425,Nice (NCE),Cologne (CGN),A319,4320,13:15,14:50,50.866,7.1,Germanwings,14
4U973,Zagreb (ZAG),Cologne (CGN),A319,4740,13:00,14:35,50.866,7.1,Germanwings,14
FR3019,Rome (CIA),Cologne (CGN),B738,5520,12:55,15:05,50.866,7.1,Ryanair,14
4U437,Bastia (BIA),Cologne (CGN),A319,5640,13:30,15:10,50.866,7.1,Germanwings,16
LH2198,Munich (MUC),Cologne (CGN),A319,2280,13:00,14:00,50.866,7.1,Lufthansa,14
AB6120,Munich (MUC),Cologne (CGN),A321,2400,14:20,15:30,50.866,7.1,Air Berlin,16
LH1988,Munich (MUC),Cologne (CGN),A320,2220,14:50,15:50,50.866,7.1,Lufthansa,16
EW845,Olbia (OLB),Cologne (CGN),A319,5880,08:35,10:30,50.866,7.1,Eurowings,10
FR8035,Dublin (DUB),Cologne (CGN),B738,6120,13:05,16:05,50.866,7.1,Ryanair,16
BE6170,Southend (SEN),Cologne (CGN),RJ85,3720,07:00,09:10,50.866,7.1,Flybe,10
4U8052,Berlin (TXL),Cologne (CGN),A319,2940,15:15,16:25,50.866,7.1,Germanwings,16
EW603,Lisbon (LIS),Cologne (CGN),A320,8820,12:45,16:30,50.866,7.1,Eurowings,16
LH1990,Munich (MUC),Cologne (CGN),A320,2520,15:35,16:35,50.866,7.1,Lufthansa,16
EW593,Palma de Mallorca (PMI),Cologne (CGN),A320,6720,14:25,16:45,50.866,7.1,Eurowings,16
W61671,Gdansk (GDN),Cologne (CGN),A320,4380,15:10,16:50,50.866,7.1,Wizz Air,16
4U7032,Hamburg (HAM),Cologne (CGN),A319,2760,15:50,16:55,50.866,7.1,Germanwings,16
AB6511,Berlin (TXL),Cologne (CGN),A320,3060,15:50,16:55,50.866,7.1,Air Berlin,18
